#PERF_COUNT_HW_INSTRUCTIONS #PERF_COUNT_HW_CPU_CYCLES #PERF_COUNT_HW_CACHE_LL_ACCESS_W #PERF_COUNT_HW_CACHE_LL_MISS_W 
53200008731 93947508389 4222868 2350988 
53300012620 94147454636 4227083 2353619 
53400009437 94322481022 4230768 2355773 
53500003022 94537197584 4235664 2358796 
53600008923 94769179532 4240174 2361592 
53700008107 95009474942 4244896 2364674 
53800006204 95197923368 4248616 2366774 
53900004599 95395223875 4252869 2369644 
54000010545 95580232767 4256871 2371962 
54100011455 95765637134 4260766 2374309 
54200004358 95988506913 4265409 2377148 
54300002852 96207932532 4269828 2379808 
54400005360 96394366388 4273490 2382307 
54500002873 96558830105 4276762 2384337 
54600010671 96760789823 4280943 2387160 
54700003070 96956243402 4284520 2389485 
54800003245 97160190267 4288549 2392218 
54900007925 97396059616 4292866 2395128 
55000008226 97610536530 4297247 2397660 
55100003445 97837106994 4301520 2400279 
55200003025 98017785082 4305585 2402486 
55300007587 98171894522 4309590 2404866 
55400005372 98358757663 4313486 2407343 
55500003163 98556153507 4317659 2409840 
55600003175 98804914479 4322245 2412380 
55700010317 98989469132 4326388 2414899 
55800002891 99179665719 4330240 2417286 
55900003603 99370873375 4334560 2420060 
56000003268 99582688518 4338640 2422592 
56100012236 99775376585 4342494 2425210 
56200003634 99999105807 4346179 2427607 
56300003235 100230358621 4350369 2430396 
56400003210 100468209623 4354511 2432936 
56500010025 100643846619 4358158 2435311 
56600003324 100818803299 4361239 2437280 
56700003115 101044162547 4366139 2440141 
56800003252 101230984617 4369987 2442376 
56900003054 101457424265 4374591 2445289 
57000008398 101699696685 4378935 2448228 
57100008387 101857700135 4382087 2450413 
57200012959 102075468778 4386281 2452908 
57300013008 102250517775 4390120 2455342 
57400003054 102463536017 4394301 2457714 
57500003091 102685794102 4398467 2460388 
57600002804 102922699406 4402940 2462993 
57700003547 103133005590 4407153 2465643 
57800005898 103354048901 4411489 2468473 
57900011445 103559402799 4415298 2470860 
58000003010 103804876794 4419854 2473756 
58100003484 104039220664 4423912 2476030 
58200006447 104245800266 4427826 2478607 
58300003879 104437245027 4431636 2481183 
58400008373 104648348821 4435376 2483690 
58500003584 104847492680 4439927 2486523 
58600011288 105057330657 4443815 2488926 
58700009216 105291999706 4447893 2491703 
58800009839 105464707663 4451184 2493860 
58900002974 105694996705 4455431 2496498 
59000003325 105884533616 4458527 2498509 
59100010008 106144029698 4463016 2501452 
59200009367 106369700307 4466581 2503712 
59300004509 106592759643 4470650 2506210 
59400002803 106832371592 4474460 2508728 
59500003246 107012927877 4478062 2511096 
59600008577 107203028956 4481862 2513517 
59700008696 107387920527 4485699 2516205 
59800003858 107590447366 4489589 2518889 
59900002716 107848223093 4493850 2521611 
60000009556 108079953363 4497699 2524201 
60100007462 108288770590 4501573 2526843 
60200015072 108467189812 4505317 2529220 
60300012156 108723931627 4509798 2532089 
60400004797 108942080477 4513652 2534691 
60500003035 109156185909 4517469 2537098 
60600007841 109336177285 4521156 2539702 
60700008400 109526075069 4524999 2542443 
60800009111 109787122316 4529230 2544922 
60900011205 109981852865 4533150 2547479 
61000003080 110163359029 4536538 2549582 
61100002832 110380272375 4540530 2552064 
61200008687 110578783312 4543896 2554189 
61300008873 110775026072 4547584 2556580 
61400002711 110970134473 4551110 2558734 
61500008995 111188382128 4555487 2561442 
61600003373 111395032085 4559260 2563796 
61700010507 111632569469 4563343 2566461 
61800010630 111869656633 4567008 2568992 
